frame,x,y
0,0.4115481972694397,0.71763014793396
1,0.4170275628566742,0.7169433832168579
2,0.43238553404808044,0.7219037413597107
3,0.44661006331443787,0.7281321287155151
4,0.46559667587280273,0.7276560664176941
5,0.48270997405052185,0.7348620891571045
6,0.5004767179489136,0.7423160076141357
7,0.5113815665245056,0.742749810218811
8,0.5163577198982239,0.7511911988258362
9,0.5092079639434814,0.7535622715950012
10,0.5047203302383423,0.7549265623092651
11,0.4993933141231537,0.7556882500648499
12,0.4948034882545471,0.753615140914917
13,0.48830485343933105,0.7522205114364624
14,0.47987598180770874,0.7517563104629517
15,0.46903109550476074,0.7533333897590637
16,0.4585030674934387,0.7547248601913452
17,0.44601526856422424,0.7531912326812744
18,0.44681206345558167,0.7421714067459106
19,0.4333438277244568,0.7425025701522827
20,0.41629791259765625,0.750551164150238
21,0.40431714057922363,0.7575501203536987
22,0.39728376269340515,0.7635443210601807
23,0.3878380358219147,0.7635102272033691
24,0.37947946786880493,0.7632038593292236
25,0.3721570670604706,0.7624135613441467
26,0.3652375340461731,0.7607572078704834
27,0.35934799909591675,0.7544416785240173
28,0.35633593797683716,0.7448533773422241
29,0.35840004682540894,0.7350059747695923
30,0.3636677861213684,0.7183809280395508
31,0.36767029762268066,0.7028671503067017
32,0.38118064403533936,0.6934331655502319
33,0.3960234522819519,0.7009899020195007
34,0.4380493760108948,0.7083987593650818
35,0.43205052614212036,0.7119568586349487
36,0.44661277532577515,0.7143124938011169
37,0.45860013365745544,0.7149550318717957
38,0.4799644947052002,0.7188013792037964
39,0.500656008720398,0.7318087220191956
40,0.5114327669143677,0.7349610924720764
41,0.5198172330856323,0.7369862198829651
42,0.5182709693908691,0.7471564412117004
43,0.5127275586128235,0.7473620772361755
44,0.5079389810562134,0.7489429712295532
45,0.5040327310562134,0.7479884028434753
46,0.4994308352470398,0.7466824650764465
47,0.4985135495662689,0.7467378377914429
48,0.48535770177841187,0.7513193488121033
49,0.47303977608680725,0.7501369118690491
50,0.4615951180458069,0.7562525272369385
51,0.45485448837280273,0.748841404914856
52,0.44131335616111755,0.7486907839775085
53,0.4362504482269287,0.750301718711853
54,0.4258812367916107,0.7528457045555115
55,0.4136327803134918,0.7591056227684021
56,0.40530842542648315,0.7604745030403137
57,0.3940410912036896,0.75989830493927
58,0.3887356221675873,0.7591986656188965
59,0.3834872543811798,0.754317045211792
60,0.380201518535614,0.7447264790534973
61,0.3824414014816284,0.7328208684921265
62,0.38822615146636963,0.7165662050247192
63,0.3926892578601837,0.6997362971305847
64,0.40378671884536743,0.6917697191238403
65,0.4191717505455017,0.6931980848312378
66,0.4429994225502014,0.7010457515716553
67,0.4497811794281006,0.697113573551178
68,0.4721885323524475,0.7052585482597351
69,0.48165416717529297,0.7081927061080933
70,0.5023995041847229,0.7112870216369629
71,0.5235676169395447,0.723189651966095
72,0.5362909436225891,0.7276051640510559
73,0.5457795262336731,0.730401873588562
74,0.5422145128250122,0.7339057922363281
75,0.5348544716835022,0.7379146218299866
76,0.5314405560493469,0.7454215884208679
77,0.5252988338470459,0.7428092360496521
78,0.5210369825363159,0.7415156960487366
79,0.514605700969696,0.742531418800354
80,0.5035747289657593,0.7466398477554321
81,0.4908779561519623,0.751233696937561
82,0.4831111431121826,0.7525697350502014
83,0.4769057631492615,0.752162516117096
84,0.4647391736507416,0.7511811256408691
85,0.4505801796913147,0.752349317073822
86,0.44192466139793396,0.7542871236801147
87,0.4333534240722656,0.7561005353927612
88,0.4208763539791107,0.7581008076667786
89,0.41292697191238403,0.7571842670440674
90,0.40259426832199097,0.7563722133636475
91,0.3969084620475769,0.7488822937011719
92,0.3947705626487732,0.7345484495162964
93,0.39556190371513367,0.7210687398910522
94,0.40064454078674316,0.706020712852478
95,0.40560728311538696,0.6957811713218689
96,0.41250962018966675,0.6895453333854675
97,0.4273146092891693,0.6917212009429932
98,0.45725417137145996,0.7040846347808838
99,0.46758905053138733,0.7062850594520569
100,0.4781607985496521,0.7100949883460999
101,0.49133458733558655,0.710873007774353
102,0.5107951164245605,0.7162840962409973
103,0.5275900363922119,0.7258889079093933
104,0.5391764044761658,0.7304633259773254
105,0.549921989440918,0.7315945029258728
106,0.5477977991104126,0.7357061505317688
107,0.5397906303405762,0.7371167540550232
108,0.5347626209259033,0.7356396317481995
109,0.5338135957717896,0.7369278073310852
110,0.5296202898025513,0.7360354661941528
111,0.5270828604698181,0.7363049983978271
112,0.5197829008102417,0.7434263229370117
113,0.5035561323165894,0.7484993934631348
114,0.4959929585456848,0.7462210655212402
115,0.48659271001815796,0.7421110272407532
116,0.48043662309646606,0.7343025803565979
117,0.45967897772789,0.7413375973701477
118,0.4450605809688568,0.7469235062599182
119,0.43774309754371643,0.7488155961036682
120,0.4272199273109436,0.7510184645652771
121,0.4177829325199127,0.7521621584892273
122,0.4114418923854828,0.7510644793510437
123,0.40396562218666077,0.7472477555274963
124,0.39948350191116333,0.7353361248970032
125,0.39970558881759644,0.7158300876617432
126,0.4046001434326172,0.7065783739089966
127,0.4104645848274231,0.6921494007110596
128,0.4128859043121338,0.6868460178375244
129,0.4289783835411072,0.683723509311676
130,0.4523050785064697,0.6922380924224854
131,0.4637501835823059,0.6933398246765137
132,0.4822770059108734,0.6951891183853149
133,0.49169236421585083,0.6963368058204651
134,0.5119621157646179,0.698198676109314
135,0.5365631580352783,0.713503360748291
136,0.5471068620681763,0.7158952355384827
137,0.5614380836486816,0.7203524112701416
138,0.5606681108474731,0.7285475134849548
139,0.5500950217247009,0.7357346415519714
140,0.5437320470809937,0.7446780800819397
141,0.5382009744644165,0.741032600402832
142,0.5357200503349304,0.7385275959968567
143,0.5294318795204163,0.7369362711906433
144,0.517443835735321,0.7402638792991638
145,0.5051517486572266,0.7402455806732178
146,0.4981752932071686,0.7413303852081299
147,0.4912698268890381,0.7412616014480591
148,0.48133188486099243,0.7368776202201843
149,0.4609397351741791,0.7400786280632019
150,0.45196953415870667,0.7400823831558228
151,0.4434297978878021,0.7414377927780151
152,0.43143224716186523,0.7411312460899353
153,0.4207795560359955,0.7411298155784607
154,0.414705365896225,0.7403606176376343
155,0.40853023529052734,0.7398962378501892
156,0.40903085470199585,0.72600919008255
157,0.4106142520904541,0.7101743221282959
158,0.41397958993911743,0.7002401947975159
159,0.42008766531944275,0.6847643852233887
160,0.43242254853248596,0.6763978600502014
161,0.444818913936615,0.6788693070411682
162,0.4727500081062317,0.6908594965934753
163,0.4725109934806824,0.6917519569396973
164,0.49062100052833557,0.7005094289779663
165,0.5046854019165039,0.700847327709198
166,0.5246275663375854,0.7050662636756897
167,0.5395894050598145,0.711702287197113
168,0.5501132607460022,0.7110800743103027
169,0.5591968894004822,0.7128193378448486
170,0.5540922284126282,0.7210436463356018
171,0.5488557815551758,0.7261272072792053
172,0.5437176823616028,0.7263087034225464
173,0.539565920829773,0.7246960997581482
174,0.5384859442710876,0.7235162258148193
175,0.526384711265564,0.7229023575782776
176,0.5128414630889893,0.7280994653701782
177,0.5002527832984924,0.7297662496566772
178,0.4940955638885498,0.7288774847984314
179,0.48504239320755005,0.714751660823822
180,0.47200626134872437,0.7149465680122375
181,0.4652725160121918,0.7162567973136902
182,0.45386210083961487,0.7180960178375244
183,0.4420011639595032,0.7225074172019958
184,0.43100181221961975,0.7242258787155151
185,0.4213060736656189,0.726076602935791
186,0.4132000505924225,0.7259718775749207
187,0.40592703223228455,0.7226712703704834
188,0.4006880223751068,0.7149053812026978
189,0.4001881182193756,0.7032911777496338
190,0.40741467475891113,0.6890396475791931
191,0.4135146141052246,0.6763842105865479
192,0.4672587811946869,0.6812095046043396
193,0.45009517669677734,0.6707373261451721
194,0.46490025520324707,0.6743161082267761
195,0.47993916273117065,0.6850693821907043
196,0.4874485433101654,0.6970306634902954
197,0.5027068257331848,0.6975634694099426
198,0.5252291560173035,0.7015908360481262
199,0.5443218946456909,0.7057455778121948
200,0.555311918258667,0.7122017741203308
201,0.5645126104354858,0.7143809199333191
202,0.5603005290031433,0.7219794392585754
203,0.554604172706604,0.7282048463821411
204,0.5489440560340881,0.7293885946273804
205,0.5439127087593079,0.7291918992996216
206,0.5405483245849609,0.7228469252586365
207,0.5318958163261414,0.723815381526947
208,0.5173916816711426,0.7261746525764465
209,0.5045109987258911,0.7304109930992126
210,0.49511656165122986,0.7290962934494019
211,0.4916132092475891,0.7214974164962769
212,0.48199838399887085,0.7222887873649597
213,0.46184247732162476,0.7308353781700134
214,0.4488857686519623,0.7349112629890442
215,0.4378284513950348,0.7365223169326782
216,0.4276009202003479,0.7361719012260437
217,0.4177324175834656,0.7355228662490845
218,0.41039854288101196,0.7342509627342224
219,0.4035112261772156,0.7264896035194397
220,0.39988380670547485,0.7174094915390015
221,0.4021523594856262,0.7016071081161499
222,0.40938085317611694,0.6949266791343689
223,0.4160773754119873,0.681725025177002
224,0.4218985140323639,0.6791004538536072
225,0.4377545714378357,0.6834516525268555
226,0.46035319566726685,0.6956403851509094
227,0.4729102551937103,0.6960391998291016
228,0.4842384457588196,0.7055824995040894
229,0.5066426992416382,0.7073091864585876
230,0.5244976878166199,0.7145564556121826
231,0.5351000428199768,0.71397864818573
232,0.5492357015609741,0.716256856918335
233,0.5495299100875854,0.7201525568962097
234,0.5418921113014221,0.7212525010108948
235,0.5362876653671265,0.7239428758621216
236,0.5309346914291382,0.7288029789924622
237,0.5274010896682739,0.7279813289642334
238,0.5150719881057739,0.7302663326263428
239,0.5031230449676514,0.7337359189987183
240,0.4934811592102051,0.7364673018455505
241,0.4810800552368164,0.7402956485748291
242,0.47646984457969666,0.73883056640625
243,0.465961217880249,0.7383068799972534
244,0.4471416473388672,0.7380351424217224
245,0.43010440468788147,0.7390618920326233
246,0.41834789514541626,0.7422927618026733
247,0.40764695405960083,0.7442436814308167
248,0.3981710970401764,0.7443016767501831
249,0.387901246547699,0.743466854095459
250,0.38068780303001404,0.7376256585121155
251,0.375143826007843,0.7314499616622925
252,0.3722693622112274,0.720126748085022
253,0.3737368881702423,0.7083695530891418
254,0.3822614848613739,0.6961382627487183
255,0.3886744976043701,0.6909806132316589
256,0.4014677107334137,0.6857771873474121
257,0.4152960181236267,0.692017674446106
258,0.4294053614139557,0.6960389614105225
259,0.44845080375671387,0.7133628129959106
260,0.4582737386226654,0.7204813361167908
261,0.48244190216064453,0.7202510237693787
262,0.5025017857551575,0.7233149409294128
263,0.514740526676178,0.723240077495575
264,0.5243659019470215,0.7248378992080688
265,0.5220010280609131,0.7266731262207031
266,0.5157330632209778,0.7300881147384644
267,0.5123762488365173,0.7358886003494263
268,0.5075570344924927,0.7366058230400085
269,0.5043675303459167,0.7322028279304504
270,0.4920268654823303,0.7329091429710388
271,0.4796827435493469,0.7348289489746094
272,0.4659574031829834,0.7396746873855591
273,0.4563869535923004,0.7437390685081482
274,0.4475955069065094,0.7377032041549683
275,0.43590813875198364,0.7371754050254822
276,0.42346709966659546,0.7369260191917419
277,0.4094318747520447,0.737823486328125
278,0.3974347710609436,0.7392693161964417
279,0.3888510763645172,0.7393156886100769
280,0.38036853075027466,0.7383440732955933
281,0.3702681362628937,0.7363592386245728
282,0.3636174499988556,0.7305533289909363
283,0.36124998331069946,0.7253037095069885
284,0.3634335696697235,0.7161083817481995
285,0.36979052424430847,0.7022758722305298
286,0.37626782059669495,0.6893897652626038
287,0.3915388882160187,0.6788133382797241
288,0.40600258111953735,0.6800703406333923
289,0.4258856177330017,0.6880428791046143
290,0.436223566532135,0.690596878528595
291,0.45345133543014526,0.701419472694397
292,0.46395987272262573,0.710141122341156
293,0.49540549516677856,0.7114550471305847
294,0.5121220350265503,0.711643636226654
295,0.522632896900177,0.7139487266540527
296,0.5304731726646423,0.7146891951560974
297,0.527161717414856,0.719285249710083
298,0.5188041925430298,0.7252845168113708
299,0.5149962902069092,0.7292576432228088
300,0.5094653367996216,0.7308460474014282
301,0.5045457482337952,0.7287593483924866
302,0.49635306000709534,0.7329007387161255
303,0.4839869439601898,0.7395346760749817
304,0.4690646231174469,0.7396942973136902
305,0.4611504077911377,0.7376510500907898
306,0.45485472679138184,0.7353124618530273
307,0.4519278407096863,0.7252134680747986
308,0.43592554330825806,0.7278066873550415
309,0.42084962129592896,0.7345222234725952
310,0.4090806841850281,0.7411701679229736
311,0.39839988946914673,0.7444639205932617
312,0.39094677567481995,0.7431244850158691
313,0.38112810254096985,0.7415915727615356
314,0.37402987480163574,0.7344895005226135
315,0.37056219577789307,0.722501277923584
316,0.37200284004211426,0.7100843787193298
317,0.37743592262268066,0.7007134556770325
318,0.3845711350440979,0.6883633732795715
319,0.3966595530509949,0.6761099100112915
320,0.41261228919029236,0.6781466603279114
321,0.4306345582008362,0.6847840547561646
322,0.4434053897857666,0.6886016130447388
323,0.46013981103897095,0.6958555579185486
324,0.47631925344467163,0.7083802819252014
325,0.49638882279396057,0.7146903276443481
326,0.5092216730117798,0.7132406234741211
327,0.5257338285446167,0.7147076725959778
328,0.5346560478210449,0.7191004157066345
329,0.5336626172065735,0.7264984846115112
330,0.5261622667312622,0.7323372960090637
331,0.5213403701782227,0.7383190393447876
332,0.5181752443313599,0.7418875694274902
333,0.5123241543769836,0.7400731444358826
334,0.5001682043075562,0.7402201294898987
335,0.48859578371047974,0.7400406002998352
336,0.47780856490135193,0.7417798638343811
337,0.4661030173301697,0.7426372766494751
338,0.4580608904361725,0.7381746768951416
339,0.45145320892333984,0.7325886487960815
340,0.43384724855422974,0.7359320521354675
341,0.4181588590145111,0.7402542233467102
342,0.4088118076324463,0.7435699701309204
343,0.39902129769325256,0.7462276220321655
344,0.3909055292606354,0.7453135848045349
345,0.3815685212612152,0.7447646260261536
346,0.3750488758087158,0.7413148880004883
347,0.3701438009738922,0.7322439551353455
348,0.37132591009140015,0.7216994166374207
349,0.37688884139060974,0.7053964138031006
350,0.38429921865463257,0.6928112506866455
351,0.39296260476112366,0.6842936277389526
352,0.4093114733695984,0.6872973442077637
353,0.4476493000984192,0.707275390625
354,0.44272381067276,0.7078869342803955
355,0.4549827575683594,0.7129904627799988
